Enfermedad,Persona,frase,num_ind,indicador,dimension,contiene_indicador
Diabetes ,Tercera Persona ,", sin embargo, tuvo que asumir el nuevo tratamiento",1,aceptación tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,al ser el más indicado para el bienestar del feto.,0,,,0
Diabetes ,Tercera Persona ,Tanto ella como su marido acuden a las charlas de la asociación de pacientes,1,búsqueda apoyo social centrado problema,Dimensión 6: Social Functioning,1
Diabetes ,Tercera Persona ,", y consideran que es muy positiva la información que reciben, el poder hablar con otras personas en la misma situación",1,búsqueda expresión emocional,Unclassified,1
Diabetes ,Tercera Persona ,", y los servicios de orientación psicológica disponibles",1,satisfacción apoyo profesional,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Milagros sostiene que la persona con diabetes puede llevar una vida totalmente normal,1,normalización vida cotidiana,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,siempre que tenga en cuenta los cuidados indicados por los médicos en relación a la alimentación y el ejercicio,1,importancia adherencia tratamiento: dieta actividad física,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,", teniendo especial cuidado con los pies y la vista.",0,,,0
Diabetes ,Tercera Persona ,Juan sentía un poco de sequedad en la boca,1,identificación primeros síntomas,Dimensión 3: Bodily Pain,1
Diabetes ,Tercera Persona ,", pero no tenía unos síntomas claros que le hicieran sospechar que tenía diabetes.",0,,,0
Diabetes ,Tercera Persona ,Su madre es diabética desde hace 40 años.,0,,,0
Diabetes ,Tercera Persona ,"Un día que fue a visitarla la encontró controlándose el azúcar, y se le ocurrió medirse sus niveles.",0,,,0
Diabetes ,Tercera Persona ,De este modo se descubrió unos valores de 225 gr/dl.,0,,,0
Diabetes ,Tercera Persona ,Acudió al médico de cabecera quien le realizó un análisis y confirmó el diagnóstico,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,Juan señala que al principio se sintió asustado,1,miedo,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,porque ya conocía por su madre las complicaciones que puede acarrear esta enfermedad (tales como amputaciones y problemas en la vista),2,incertidumbre,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,porque ya conocía por su madre las complicaciones que puede acarrear esta enfermedad (tales como amputaciones y problemas en la vista),2,evolución síntomas,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Le remitieron al endocrino,1,derivación especialista médico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,que le comentó con detenimiento información sobre la enfermedad,1,satisfacción apoyo profesional,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,", prescribiéndole un tratamiento con pastillas (Prandin 1gr y Dianben 850), y explicándole la importancia del control de la dieta y el ejercicio.",0,,,0
Diabetes ,Tercera Persona ,A partir de este momento el endocrino le realiza análisis cada seis meses,1,seguimiento enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Juan aconseja a las personas con diabetes que controlen el régimen de comidas y que practiquen ejercicio en su tiempo libre,1,importancia adherencia tratamiento: dieta ejercicio físico,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,En su caso piensa que no es fácil por su trabajo.,0,,,0
Diabetes ,Tercera Persona ,Considera muy importante el apoyo familiar,1,satisfacción apoyo emocional familiar,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,A Juan le gustaría que hubiera más apoyo laboral para los pacientes con diabetes que facilite cumplir los cuidados necesarios,1,falta apoyo entorno laboral,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,"En agosto del 2000, Mari Carmen acudió al médico a realizarse un análisis rutinario que se realizó por sospecha de infección por hongos.",0,,,0
Diabetes ,Tercera Persona ,Su primera reacción fue asumir esta situación,1,aceptación,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,ya que esperaba que podría padecerla por su peso y antecedentes de su madre,1,anticipación,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,"Le explicaron que debía modificar sus hábitos de comida, hacer ejercicio y le prescribieron el Diamicron",3,tratamiento médico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Le explicaron que debía modificar sus hábitos de comida, hacer ejercicio y le prescribieron el Diamicron",3,dieta,Unclassified,1
Diabetes ,Tercera Persona ,"Le explicaron que debía modificar sus hábitos de comida, hacer ejercicio y le prescribieron el Diamicron",3,actividad física,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,"Además le recomendaron los cuidados que debía tener para evitar las posibles complicaciones en la vista, el riñón, el hígado, los pies y el corazón.",0,,,0
Diabetes ,Tercera Persona ,Afirma que tuvo que mentalizarse sobre los hábitos de vida,1,dificultades adherencia tratamiento hábitos vida,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,que debía cambiar sin obsesionarse con la enfermedad,1,evitación cognitiva,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,"Fue a partir de octubre de 2007, con su primer embarazo, cuando le cambiaron las pastillas por el tratamiento con insulina (Novorapid y Lantus)",1,cambio tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"En un primer momento lo pasó muy mal con la administración de la insulina, sin embargo, rápidamente asumió que con el embarazo no había otro tratamiento posible para el control de la diabetes",1,aceptación tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Además, Mari Carmen tiene la experiencia de haber pinchado a su madre.",0,,,0
Diabetes ,Tercera Persona ,Señala que ya es algo que se ha normalizado en su vida,1,normalización tratamiento farmacológico,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Mari Carmen señala la importancia de no ocultar la enfermedad, sino lo contrario, ya que considera fundamental que el entorno de la persona diabética conozca esta situación",2,secretismo,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,"Mari Carmen señala la importancia de no ocultar la enfermedad, sino lo contrario, ya que considera fundamental que el entorno de la persona diabética conozca esta situación",2,búsqueda apoyo social emocional,Dimensión 6: Social Functioning,1
Diabetes ,Tercera Persona ,De este modo se evitan complicaciones mayores ante situaciones agudas de desequilibrio en el nivel de azúcar,1,anticipación,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,Julio fue diagnosticado de diabetes hace aproximadamente 15 años.,0,,,0
Diabetes ,Tercera Persona ,El diagnóstico se realizó de forma casual cuando el urólogo le estaba estudiando por problemas de cálculos renales.,0,,,0
Diabetes ,Tercera Persona ,"Una vez diagnosticado se dio cuenta de que había tenido síntomas relacionados con la diabetes como son excesiva sed, sudoración y aumento del número de veces que orinaba",1,identificación síntomas,Dimensión 3: Bodily Pain,1
Diabetes ,Tercera Persona ,"Los diferentes profesionales a los que ha acudido le han recomendado que modifique su dieta, sin embargo él dice que para algunas personas la comida puede ser como una compulsión y que esta recomendación puede ser muy difícil de cumplir",1,dificultad adherencia tratamiento: dieta,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Debido a su obesidad ha estado bajo régimen nutricional, intentando reducir su sobrepeso",1,afrontamiento centrado problema,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,Ha tenido dificultades para mantener el peso estable con muchas variaciones con subidas y bajadas de peso.,0,,,0
Diabetes ,Tercera Persona ,Al principio le costó mucho aceptar el tratamiento con la insulina pero era necesario para el control de los niveles de azúcar,1,dificultad adherencia tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Durante los dos últimos años, la insulina ya no era suficiente debido a su sobrepeso (obesidad mórbida) por lo que fue intervenido quirúrgicamente para realizarle una cirugía de reducción de estómago.",0,,,0
Diabetes ,Tercera Persona ,Desde entonces se controla nuevamente con antidiabéticos orales (Dianben).,0,,,0
Diabetes ,Tercera Persona ,"Julio sufre de complicaciones de la diabetes sobre todo en el riñón y la vista, así como pérdida de sensibilidad en los pies",1,complicaciones enfermedad: riñón vista,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,Julio afirma que recibe un gran apoyo de su familia,1,apoyo emocional familiar,Dimensión 6: Social Functioning,1
Diabetes ,Tercera Persona ,", especialmente de su esposa",1,apoyo emocional pareja,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,para sobrellevar la diabetes.,0,,,0
Diabetes ,Tercera Persona ,Cree que sería importante contar con más y mejor información sobre la diabetes,1,importancia sensibilización formación enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,y que debería incluirse en la educación de los niños medidas preventivas para mejorar los hábitos y evitar la aparición de la enfermedad,2,anticipación enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,y que debería incluirse en la educación de los niños medidas preventivas para mejorar los hábitos y evitar la aparición de la enfermedad,2,prevención,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Tanto su esposa como él recomiendan enseñar a los hijos sobre la enfermedad, cuando alguno de su familia la padece.",0,,,0
Epilepsia ,Tercera Persona ,"A un hombre al que le encanta el deporte, la epilepsia ha sido meramente un obstáculo a superar y un competidor al que vencer",1,espíritu lucha,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,"Jérôme ha practicado deporte de manera activa durante toda su vida, poniendo a prueba su valía en competiciones de natación, ciclismo y marcha.",0,,,0
Epilepsia ,Tercera Persona ,Jérôme experimentó sus dos primeras crisis epilépticas de niño en la escuela y la tercera más grave cuando se dirigía a su clase de natación.,0,,,0
Epilepsia ,Tercera Persona ,Fue trasladado al hospital y confinado durante seis semanas antes de que se le diagnosticara epilepsia.,0,,,0
Epilepsia ,Tercera Persona ,Su médico le advirtió que tenía que dejar de participar en actividades deportivas.,0,,,0
Epilepsia ,Tercera Persona ,"Así lo hizo durante un tiempo, pero sintió la necesidad de competir para demostrar que su epilepsia no lograría derrotarlo",1,espíritu lucha,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,"Admite haber tenido mucha suerte al salir ileso, dados los riesgos que ha asumido",1,suerte,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,Con el apoyo de su familia,1,satisfacción apoyo emocional familiar,Dimensión 4: General Health Perceptions,1
Epilepsia ,Tercera Persona ,y de su neurólogo,1,satisfacción apoyo profesional,Dimensión 4: General Health Perceptions,1
Epilepsia ,Tercera Persona ,", Jérôme empezó a tomar medicación y sus convulsiones empezaron a ser menos frecuentes y a distanciarse",1,satisfacción tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Epilepsia ,Tercera Persona ,Desde entonces ha completado varios triatlones y no padece crisis epilépticas desde 2003.,0,,,0
Epilepsia ,Tercera Persona ,Ahora Jérôme tiene carnet de conducir y trabaja como fisioterapeuta.,0,,,0
Epilepsia ,Tercera Persona ,Sigue llevando un estilo de vida muy atlético.,0,,,0
Diabetes ,Tercera Persona ,Javier fue diagnosticado de diabetes en 2004.,0,,,0
Diabetes ,Tercera Persona ,Se detectó a raíz de unas molestias en la zona del riñón y mucha sed,1,detección primeros síntomas: riñon sed,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,"En su opinión, una de las causas de la aparición de la enfermedad puede haber sido el sobrepeso, asociado a hábitos de vida sedentario.",0,,,0
Diabetes ,Tercera Persona ,"A raíz del diagnóstico, ha cambiado sus hábitos de vida",1,cambio hábitos vida,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Lleva una alimentación más sana,1,cambio dieta,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,y hace ejercicio físico casi a diario,1,cambio hábitos vida: actividad física,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,"Por otro lado, ha cambiado sus relaciones sociales, porque las salidas con sus amigos y familia a los bares son menos habituales",1,cambio hábitos vida saludables,Unclassified,1
Diabetes ,Tercera Persona ,"Actualmente, su principal complicación es la retinopatía diabética de tipo proliferativa.",0,,,0
Diabetes ,Tercera Persona ,Esta situación le ha obligado a pedir repetidas bajas laborales,1,impacto vida laboral,Dimensión 2: Role Limitations due to Physical Problems,1
Diabetes ,Tercera Persona ,; actualmente está en vías de obtener una incapacidad,1,impacto vida laboral,Dimensión 2: Role Limitations due to Physical Problems,1
Diabetes ,Tercera Persona ,"Cuenta con el apoyo de la ONCE donde le han ofrecido una serie de recursos para facilitar su vida cotidiana (lectura, comunicación, etc)",2,búsqueda apoyo social instrumental,Dimensión 6: Social Functioning,1
Diabetes ,Tercera Persona ,"Cuenta con el apoyo de la ONCE donde le han ofrecido una serie de recursos para facilitar su vida cotidiana (lectura, comunicación, etc)",2,afrontamiento centrado problema,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,Debido a la disminución en su visión suele salir a andar acompañado con su perro,1,afrontamiento centrado problema,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,Isabel se sentía algo decaída físicamente,2,fatiga,Dimensión 2: Role Limitations due to Physical Problems,1
Diabetes ,Tercera Persona ,Isabel se sentía algo decaída físicamente,2,falta energía,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,y pensaba que era porque comía poco.,0,,,0
Diabetes ,Tercera Persona ,Fue al centro de salud donde le realizaron un análisis y le diagnosticaron la diabetes,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,Afirma que no le sorprendió dicho diagnóstico ya que su madre también había sido diabética,1,anticipación,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,En un primer momento controlaba los niveles de azúcar únicamente con la dieta,1,adherencia tratamiento: dieta,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Poco tiempo después, le realizaron un nuevo análisis y se decidió que debía comenzar con pastillas",1,adherencia tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,Durante éstos años han ido aumentando la dosis del tratamiento,1,aumento tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Además de la diabetes, padece otros problemas",1,comorbilidad,Dimensión 3: Bodily Pain,1
Diabetes ,Tercera Persona ,"por lo que tiene que tomar once pastillas al día, pero dice que lo lleva bien.",0,,,0
Diabetes ,Tercera Persona ,Lo único que temía Isabel después del diagnóstico era tener que pincharse la insulina,1,miedo tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,", ya que recuerda que le impresionaba ver a su madre administrándosela.",0,,,0
Diabetes ,Tercera Persona ,"Por ello, sigue de una forma muy estricta todas las recomendaciones del médico en cuanto al tratamiento y los hábitos de vida",2,adherencia tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Por ello, sigue de una forma muy estricta todas las recomendaciones del médico en cuanto al tratamiento y los hábitos de vida",2,adherencia hábitos vida saludables,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,Isabel piensa que los cambios en el estado de ánimo influyen en los niveles de glucosa en sangre.,0,,,0
Diabetes ,Tercera Persona ,"Por ejemplo, cuando se hace un control y obtiene un nivel alto de azúcar se suele preocupar y cree que esto le sube el azúcar aún más.",0,,,0
Diabetes ,Tercera Persona ,"Por este motivo, prefiere llevar mucho control sobre la dieta",1,adherencia dieta,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,y realizarse los controles solo de vez en cuando para no estar tan pendiente e intranquila,3,afrontamiento centrado problema,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,y realizarse los controles solo de vez en cuando para no estar tan pendiente e intranquila,3,búsqueda soluciones,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,y realizarse los controles solo de vez en cuando para no estar tan pendiente e intranquila,3,planificación,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Además, practica ejercicio físico 3 veces por semana: acude a la piscina, hace bicicleta y ejercicio en la cinta",1,adherencia actividad física,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,"Isabel recomienda a las personas en su misma situación que sigan las indicaciones de su médico en relación al tratamiento, practiquen ejercicio, controlen la alimentación",3,importancia adherencia tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,"Isabel recomienda a las personas en su misma situación que sigan las indicaciones de su médico en relación al tratamiento, practiquen ejercicio, controlen la alimentación",3,actividad física,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,"Isabel recomienda a las personas en su misma situación que sigan las indicaciones de su médico en relación al tratamiento, practiquen ejercicio, controlen la alimentación",3,dieta,Unclassified,1
Diabetes ,Tercera Persona ,y que tengan una actitud positiva,1,optimismo,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,ante la enfermedad para poder sobrellevarla de la mejor manera posible,1,optimismo,Dimensión 5: Vitality,1
Diabetes ,Tercera Persona ,", porque si piensas que te encuentras mal te vas a encontrar aún peor.",0,,,0
Diabetes ,Tercera Persona ,Eligi se realizaba controles anuales por la hipertensión que padecía.,0,,,0
Diabetes ,Tercera Persona ,En uno de los controles analíticos se observó que sus niveles de azúcar estaban aumentando y fue a raíz de los últimos resultados cuando le diagnostican la diabetes,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,En cuanto a síntomas solamente recuerda sentir un poco más de sed de lo habitual,1,identificación primeros síntomas: sed,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,"En un primer momento le indicaron que debía controlar la dieta, y así se mantuvo durante cuatro años.",0,,,0
Diabetes ,Tercera Persona ,Él considera que debido al estrés y ansiedad,2,estrés,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,Él considera que debido al estrés y ansiedad,2,ansiedad,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,de su trabajo,1,problemas entorno laboral,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,no se pudo controlar del todo sus niveles de glucosa y tuvo que comenzar con antidiabéticos orales,1,inicio tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,A partir de este momento comienza a cambiar realmente sus hábitos,1,adherencia hábitos vida saludables,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,", ya que reconoce que, aunque había comenzado a controlar su dieta, tampoco había sido muy riguroso",1,dificultad adherencia dieta,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Empezó a tener conciencia de su enfermedad,1,conciencia enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"cuando el médico le dijo que era diabético y tenía que combinar la dieta, el ejercicio físico y las pastillas.",0,,,0
Diabetes ,Tercera Persona ,Eligi reconoce que no tenía muchos conocimientos sobre esta enfermedad,1,desconocimiento enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,", sabía que muchas personas la padecen y que el tratamiento consiste en la administración de insulina debido a que el cuerpo no regulaba correctamente el azúcar.",0,,,0
Diabetes ,Tercera Persona ,"Entonces buscó información en Internet, libros y a través de otras personas conocidas",1,afrontamiento centrado problema: búsqueda información,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,", lo que le permitió tomar conciencia de lo que tenía",1,conciencia enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Respecto a la forma de afrontar la enfermedad, un hecho que considera negativo es que la enfermedad evoluciona sin dar señales",1,incertidumbre,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,y por ello a veces se disminuyen los cuidados,1,reducción adherencia tratamiento,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,Afirma que ahora su dieta es mucho más rigurosa,1,adherencia dieta,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,y su esposa lo acompaña en el cumplimiento de la alimentación más saludable adecuada a su situación,2,apoyo emocional pareja,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,y su esposa lo acompaña en el cumplimiento de la alimentación más saludable adecuada a su situación,2,apoyo social adherencia tratamiento,Dimensión 7: Role Limitations due to Emotional Problems,1
Diabetes ,Tercera Persona ,"También ha logrado disminuir su consumo de alcohol, realiza ejercicio a diario y sus niveles de glucosa están mucho más controlados.",0,,,0
Diabetes ,Tercera Persona ,Recomienda a otras personas en su misma situación que también sigan estos hábitos con normalidad y que acepten,1,aceptación enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,su situación sin obsesionarse con ella,1,evitación cognitiva,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,"A Antonia le diagnosticaron la diabetes hace 8 años, fue al médico porque sentía mucho sueño y sed",1,identificación primeros síntomas: sueño sed,Dimensión 2: Role Limitations due to Physical Problems,1
Diabetes ,Tercera Persona ,Después de realizarle un análisis de sangre le informaron que tenía diabetes,1,confirmación diagnóstica,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,El médico de cabecera le explicó sobre los controles en la dieta y el ejercicio que debía realizar.,0,,,0
Diabetes ,Tercera Persona ,Posteriormente la remitió a la enfermera,1,derivación especialista,Dimensión 9: Healthcare Interaction,1
Diabetes ,Tercera Persona ,", que es la que lleva todos sus controles (azúcar, tensión arterial, …).",0,,,0
Diabetes ,Tercera Persona ,Antonia sabía sobre la diabetes porque su madre también había sido diabética,2,anticipación,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,Antonia sabía sobre la diabetes porque su madre también había sido diabética,2,componente genético enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,y ella era la encargada de administrarle la insulina.,0,,,0
Diabetes ,Tercera Persona ,"Antonia toma antidiabéticos orales, sin embargo, en una ocasión los niveles de azúcar estaban muy altos y no se controlaba del todo, por lo que estuvieron a punto de comenzar con la insulina.",0,,,0
Diabetes ,Tercera Persona ,Desde ese momento se vigila con más frecuencia los niveles de azúcar y hemoglobina glicosilada,1,control enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,", que parece que han mejorado y de momento continúa con pastillas.",0,,,0
Diabetes ,Tercera Persona ,Ella se mide los niveles de azúcar en sangre tres veces a la semana,1,control enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Estos controles los realiza en diferentes momentos del día: en ayunas, antes o después de las comidas y los lleva apuntados cada vez que va a revisión médica.",0,,,0
Diabetes ,Tercera Persona ,"Acude al médico y a la enfermera una vez al mes aproximadamente, aunque depende de cómo vayan los controles.",0,,,0
Diabetes ,Tercera Persona ,Cada 3 meses se realiza un análisis de sangre.,0,,,0
Diabetes ,Tercera Persona ,"Intenta hacer ejercicio físico, aunque se encuentra un poco limitada para andar debido a que está operada de la rodilla y suele dolerle al caminar.",0,,,0
Diabetes ,Tercera Persona ,Acude a una podóloga para prevenir y cuidar sus pies,1,control enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Antonia afirma que los “disgustos” pueden alterar los niveles de azúcar, por lo que recomienda a las personas con diabetes que no se preocupen en exceso por la enfermedad",1,evitación cognitiva,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,"porque lo sufren muchas personas y hay que llevarlo lo mejor posible, “con dignidad”",1,normalización,Dimensión 8: Mental Health,1
Diabetes ,Tercera Persona ,Además debe respetar la dieta y hacer ejercicio físico a diario,1,adherencia dieta actividad física,Dimensión 1: Physical Functioning,1
Diabetes ,Tercera Persona ,Considera que es importante recibir más información desde los centros asistenciales sobre los cuidados y posibles secuelas de la enfermedad para aprender a vigilarse mejor,1,necesidad formación enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,A los 39 años a Pedro le diagnosticaron una angina de pecho y poco después le informaron que debía operarse del corazón.,0,,,0
Diabetes ,Tercera Persona ,En el análisis del preoperatorio es donde le descubrieron la diabetes.,0,,,0
Diabetes ,Tercera Persona ,"Afirma que después del diagnóstico le explicaron con detalle todos los cuidados que debía realizar: el tratamiento con pastillas, la dieta y la práctica de ejercicio.",0,,,0
Diabetes ,Tercera Persona ,Pedro pasó unos años muy difíciles con muchos problemas personales y laborales que lo llevaron a tener una actitud pasiva ante la enfermedad,1,evitación afrontamiento,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Reconoce ser el único responsable de su situación,1,aceptación responsabilidad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"y no tiene ninguna queja sobre la atención de los servicios sanitarios, ya que le siguen insistiendo respecto a las complicaciones que pueden seguir produciéndose si sigue sin cambiar sus hábitos de vida.",0,,,0
Diabetes ,Tercera Persona ,"Pedro estuvo siendo tratado con pastillas los tres primeros años de la enfermedad, sin embargo, debido a que no se cuidaba adecuadamente, sus niveles de azúcar en sangre no se estabilizaban, y tuvo que empezar a administrarse insulina.",0,,,0
Diabetes ,Tercera Persona ,"Actualmente, Pedro tiene muchos problemas en las piernas, por lo que ha sufrido amputaciones en los dedos",1,complicaciones enfermedad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,Pedro hace autocrítica sobre su actitud ante la enfermedad,1,aceptación responsabilidad,Dimensión 4: General Health Perceptions,1
Diabetes ,Tercera Persona ,"Reconoce que no es la forma más apropiada de abordarla, recomendando a las personas diabéticas que cumplan los consejos del personal sanitario, con el fin de evitar las complicaciones de salud que él padece actualmente.",0,,,0
Diabetes ,Tercera Persona ,"De cara al futuro, Pedro tiene la intención de acudir a alguna asociación de diabéticos, donde le puedan asesorar",1,búsqueda apoyo social instrumental,Dimensión 6: Social Functioning,1
Diabetes ,Tercera Persona ,"y sobre todo, en la que pueda conocer a personas en su misma situación que le puedan servir de apoyo",1,búsqueda apoyo social emocional,Dimensión 6: Social Functioning,1
Epilepsia ,Tercera Persona ,"En 1986, Lloyd tuvo un accidente de tráfico con su coche, al chocar contra una rotonda.",0,,,0
Epilepsia ,Tercera Persona ,"Aunque pudo salvar la vida, sufrió una leve lesión en la cabeza.",0,,,0
Epilepsia ,Tercera Persona ,"Al principio parecía haberse recuperado por completo, pero al cabo de un mes, su esposa observó que parecía estar cada vez más distante durante sus conversaciones",1,impacto cognitivo,Dimensión 7: Role Limitations due to Emotional Problems,1
Epilepsia ,Tercera Persona ,"Insistió en que buscara atención médica, pero Lloyd se negó",1,negación,Dimensión 4: General Health Perceptions,1
Epilepsia ,Tercera Persona ,a reconocer el problema hasta que tuvo que ser ingresado de urgencia en el hospital después de padecer sus primeras convulsiones graves.,0,,,0
Epilepsia ,Tercera Persona ,A Lloyd posteriormente se le diagnosticó epilepsia,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Epilepsia ,Tercera Persona ,"Sus complejas convulsiones parciales y secundarias generalizadas en ocasiones le causaron una conducta atípica, pero gracias al apoyo que recibió de su esposa",1,apoyo emocional pareja,Dimensión 7: Role Limitations due to Emotional Problems,1
Epilepsia ,Tercera Persona ,", ha optado por abordar de forma activa su enfermedad",1,afrontamiento centrado problema,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,"A lo largo de toda su vida, se ha enfrentado a conceptos erróneos sobre la epilepsia con familiares y amigos, pero también ha encontrado nuevos aliados tanto en el trabajo como en casa",2,búsqueda apoyo familiar emocional,Dimensión 6: Social Functioning,1
Epilepsia ,Tercera Persona ,"A lo largo de toda su vida, se ha enfrentado a conceptos erróneos sobre la epilepsia con familiares y amigos, pero también ha encontrado nuevos aliados tanto en el trabajo como en casa",2,apoyo entorno laboral,Dimensión 7: Role Limitations due to Emotional Problems,1
Epilepsia ,Tercera Persona ,La resistencia de Lloyd a través de los tratamientos,1,espíritu lucha,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,", los grupos de apoyo",1,búsqueda apoyo social emocional,Dimensión 6: Social Functioning,1
